HS11286.2	HS11286:382-822
HS11286.5526	HS11286:2728899-2729657
HS11286.5528	HS11286:2729654-2730040
HS11286.5530	HS11286:2730126-2730548
HS11286.5532	HS11286:2730586-2731704
HS11286.5534	HS11286:2731906-2732028
HS11286.5536	HS11286:2732025-2732582
HS11286.5538	HS11286:2732566-2733576
HS11286.5540	HS11286:2733605-2735167
HS11286.5542	HS11286:2735187-2736461
HS11286.5544	HS11286:2736465-2736632
HS11286.5546	HS11286:2736666-2736809
HS11286.5548	HS11286:2736810-2737166
HS11286.5550	HS11286:2738733-2739047
HS11286.5552	HS11286:2739626-2740351
HS11286.5554	HS11286:2740486-2740689
HS11286.5556	HS11286:2741555-2742064
HS11286.5558	HS11286:2742325-2742756
HS11286.5560	HS11286:2743017-2743160
HS11286.5562	HS11286:2743165-2743389
HS11286.5564	HS11286:2743592-2744359
HS11286.5566	HS11286:2744469-2745260
HS11286.5568	HS11286:2745349-2746188
HS11286.5570	HS11286:2746166-2747038
HS11286.5572	HS11286:2747038-2747754
HS11286.5574	HS11286:2747899-2749395
HS11286.5576	HS11286:2749497-2750807
HS11286.5578	HS11286:2750905-2752161
HS11286.5580	HS11286:2752559-2753599
HS11286.5582	HS11286:2753792-2754715
HS11286.5584	HS11286:2754729-2755901
HS11286.5586	HS11286:2755939-2757051
HS11286.5588	HS11286:2757117-2757245
HS11286.5590	HS11286:2757416-2758111
HS11286.5592	HS11286:2758108-2758836
HS11286.5594	HS11286:2758833-2759573
HS11286.5596	HS11286:2759598-2760533
HS11286.5598	HS11286:2760840-2762225
HS11286.5600	HS11286:2762235-2763716
HS11286.5602	HS11286:2763911-2764804
HS11286.5604	HS11286:2764914-2766104
HS11286.5606	HS11286:2766207-2767550
HS11286.5608	HS11286:2767547-2768287
HS11286.5610	HS11286:2768374-2769366
HS11286.5612	HS11286:2769610-2770629
HS11286.5614	HS11286:2770892-2771818
HS11286.5616	HS11286:2771812-2772567
HS11286.5618	HS11286:2772570-2772848
HS11286.5620	HS11286:2772835-2773977
HS11286.5622	HS11286:2773977-2774726
HS11286.5624	HS11286:2774765-2776261
HS11286.5626	HS11286:2776258-2776995
HS11286.5628	HS11286:2777108-2778973
HS11286.5630	HS11286:2779217-2779693
HS11286.5632	HS11286:2779703-2780137
HS11286.5634	HS11286:2780237-2781169
HS11286.5636	HS11286:2781438-2783615
HS11286.5638	HS11286:2783650-2784135
HS11286.5640	HS11286:2784153-2784665
HS11286.5642	HS11286:2784808-2785488
HS11286.5644	HS11286:2786076-2787482
HS11286.5646	HS11286:2787523-2787837
HS11286.5648	HS11286:2787847-2788170
HS11286.5650	HS11286:2788206-2789162
HS11286.5652	HS11286:2789195-2789506
HS11286.5654	HS11286:2789484-2790479
HS11286.5656	HS11286:2790666-2791610
HS11286.5658	HS11286:2791653-2794265
HS11286.5660	HS11286:2794316-2795551
HS11286.5662	HS11286:2795955-2796836
HS11286.5664	HS11286:2796986-2799286
HS11286.5666	HS11286:2799602-2800519
HS11286.5668	HS11286:2800769-2801692
HS11286.5670	HS11286:2801742-2801924
HS11286.5672	HS11286:2801914-2802600
HS11286.5674	HS11286:2802602-2803471
HS11286.5676	HS11286:2803576-2804007
HS11286.5678	HS11286:2804131-2804277
HS11286.5680	HS11286:2804293-2804751
HS11286.5682	HS11286:2804842-2805345
HS11286.5684	HS11286:2805354-2805800
HS11286.5686	HS11286:2806119-2806649
HS11286.5688	HS11286:2806716-2806982
HS11286.5690	HS11286:2806948-2807112
HS11286.5692	HS11286:2807109-2808734
HS11286.5694	HS11286:2808774-2808956
HS11286.5696	HS11286:2808973-2809479
HS11286.5698	HS11286:2809503-2809718
HS11286.5700	HS11286:2810084-2810269
HS11286.5702	HS11286:2810925-2811839
HS11286.5704	HS11286:2812036-2812281
HS11286.5706	HS11286:2812349-2813242
HS11286.5708	HS11286:2813356-2814207
HS11286.5710	HS11286:2814385-2814525
HS11286.5712	HS11286:2814522-2814650
HS11286.5714	HS11286:2814707-2816404
HS11286.5716	HS11286:2816588-2817283
HS11286.5718	HS11286:2817280-2817966
HS11286.5720	HS11286:2818328-2820043
HS11286.5722	HS11286:2820080-2820328
HS11286.5724	HS11286:2820329-2820493
HS11286.5726	HS11286:2820448-2821032
HS11286.5728	HS11286:2821014-2821805
HS11286.5730	HS11286:2821837-2821968
HS11286.5732	HS11286:2822058-2823068
HS11286.5734	HS11286:2823238-2824860
HS11286.5736	HS11286:2824871-2825815
HS11286.5738	HS11286:2825812-2826660
HS11286.5740	HS11286:2826657-2828273
HS11286.5742	HS11286:2828273-2829259
HS11286.5744	HS11286:2829269-2830360
HS11286.5746	HS11286:2830367-2831521
HS11286.5748	HS11286:2831786-2832226
HS11286.5750	HS11286:2832294-2833112
HS11286.5752	HS11286:2833291-2833476
HS11286.5754	HS11286:2833852-2834508
HS11286.5756	HS11286:2834501-2835385
HS11286.5758	HS11286:2835397-2837808
HS11286.5760	HS11286:2837857-2838444
HS11286.5762	HS11286:2838670-2839548
HS11286.5764	HS11286:2839545-2840318
HS11286.5766	HS11286:2840328-2841344
HS11286.5768	HS11286:2841354-2841839
HS11286.5770	HS11286:2841839-2843221
HS11286.5772	HS11286:2843331-2844257
HS11286.5774	HS11286:2844324-2844614
HS11286.5776	HS11286:2844634-2845797
HS11286.5778	HS11286:2845913-2846803
HS11286.5780	HS11286:2846798-2848297
HS11286.5782	HS11286:2848421-2848996
HS11286.5784	HS11286:2849171-2850553
HS11286.5786	HS11286:2850668-2854408
HS11286.5788	HS11286:2854405-2854932
HS11286.5790	HS11286:2854902-2855948
HS11286.5792	HS11286:2855948-2856643
HS11286.5794	HS11286:2856640-2857320
HS11286.5796	HS11286:2857991-2858557
HS11286.5798	HS11286:2858909-2860564
HS11286.5800	HS11286:2860622-2861590
HS11286.5802	HS11286:2861587-2862291
HS11286.5804	HS11286:2862886-2863083
HS11286.5806	HS11286:2863138-2863962
HS11286.5808	HS11286:2864167-2865735
HS11286.5810	HS11286:2865858-2867141
HS11286.5812	HS11286:2867185-2868801
HS11286.5814	HS11286:2869368-2869664
HS11286.5816	HS11286:2869844-2870071
HS11286.5818	HS11286:2870142-2870759
HS11286.5820	HS11286:2870837-2871688
HS11286.5822	HS11286:2871726-2872505
HS11286.5824	HS11286:2872489-2873415
HS11286.5826	HS11286:2873425-2873934
HS11286.5828	HS11286:2873946-2876210
HS11286.5830	HS11286:2876235-2877356
HS11286.5832	HS11286:2877346-2878353
HS11286.5834	HS11286:2878445-2878996
HS11286.5836	HS11286:2879270-2879824
HS11286.5838	HS11286:2879918-2880157
HS11286.5840	HS11286:2880347-2881801
HS11286.5842	HS11286:2881852-2882058
HS11286.5844	HS11286:2882238-2883299
HS11286.5846	HS11286:2883558-2885663
HS11286.5848	HS11286:2885861-2887567
HS11286.5850	HS11286:2887665-2887964
HS11286.5852	HS11286:2888054-2888284
HS11286.5854	HS11286:2888246-2889181
HS11286.5856	HS11286:2889244-2890281
HS11286.5858	HS11286:2890347-2890928
HS11286.5860	HS11286:2891089-2891607
HS11286.5862	HS11286:2891604-2892053
HS11286.5864	HS11286:2892062-2892295
HS11286.5866	HS11286:2892312-2893622
HS11286.5868	HS11286:2893619-2893909
HS11286.5870	HS11286:2894022-2894147
HS11286.5872	HS11286:2894179-2895612
HS11286.5874	HS11286:2895626-2896375
HS11286.5876	HS11286:2896464-2896637
HS11286.5878	HS11286:2896976-2897227
HS11286.5880	HS11286:2897711-2897833
HS11286.5882	HS11286:2898174-2898692
HS11286.5884	HS11286:2898680-2899621
HS11286.5886	HS11286:2899626-2900432
HS11286.5888	HS11286:2900422-2901351
HS11286.5890	HS11286:2901353-2902366
HS11286.5892	HS11286:2902383-2903528
HS11286.5894	HS11286:2903833-2905245
HS11286.5896	HS11286:2905932-2907329
HS11286.5898	HS11286:2907329-2908339
HS11286.5900	HS11286:2908339-2908464
HS11286.5902	HS11286:2908560-2908883
HS11286.5904	HS11286:2909032-2909262
HS11286.5906	HS11286:2909275-2911236
HS11286.5908	HS11286:2911270-2911437
HS11286.5910	HS11286:2911448-2912017
HS11286.5912	HS11286:2912203-2913369
HS11286.5914	HS11286:2913346-2913801
HS11286.5916	HS11286:2913762-2914214
HS11286.5918	HS11286:2914395-2915291
HS11286.5920	HS11286:2915338-2916006
HS11286.5922	HS11286:2916268-2916864
HS11286.5924	HS11286:2916861-2917865
HS11286.5926	HS11286:2917977-2918957
HS11286.5928	HS11286:2918943-2919521
HS11286.5930	HS11286:2919575-2921230
HS11286.5932	HS11286:2921668-2922756
HS11286.5934	HS11286:2922803-2924308
HS11286.5936	HS11286:2924350-2925693
HS11286.5938	HS11286:2925932-2926672
HS11286.5940	HS11286:2926669-2927289
HS11286.5942	HS11286:2927467-2928390
HS11286.5944	HS11286:2928691-2931063
HS11286.5946	HS11286:2931133-2932251
HS11286.5948	HS11286:2932276-2932551
HS11286.5950	HS11286:2932657-2933184
HS11286.5952	HS11286:2933444-2933806
HS11286.5954	HS11286:2933816-2934001
HS11286.5956	HS11286:2934245-2934628
HS11286.5958	HS11286:2934903-2936057
HS11286.5960	HS11286:2936215-2937216
HS11286.5962	HS11286:2937252-2938292
HS11286.5964	HS11286:2938736-2940106
HS11286.5966	HS11286:2940269-2940538
HS11286.5968	HS11286:2940614-2941054
HS11286.5970	HS11286:2941133-2941714
HS11286.5972	HS11286:2941735-2942292
HS11286.5974	HS11286:2942285-2944003
HS11286.5976	HS11286:2944072-2944548
HS11286.5978	HS11286:2944549-2945601
HS11286.5980	HS11286:2945609-2946232
HS11286.5982	HS11286:2946235-2946933
HS11286.5984	HS11286:2946935-2947570
HS11286.5986	HS11286:2947730-2947987
HS11286.5988	HS11286:2948178-2949683
HS11286.5990	HS11286:2949794-2950399
HS11286.5992	HS11286:2950442-2951302
HS11286.5994	HS11286:2951363-2952649
HS11286.5996	HS11286:2952762-2953424
HS11286.5998	HS11286:2953476-2953766
HS11286.6000	HS11286:2953891-2955015
HS11286.6002	HS11286:2955283-2955750
HS11286.6004	HS11286:2955973-2957334
HS11286.6006	HS11286:2957368-2957496
HS11286.6008	HS11286:2957505-2957801
HS11286.6010	HS11286:2957980-2958216
HS11286.6012	HS11286:2958227-2959123
HS11286.6014	HS11286:2959260-2959385
HS11286.6016	HS11286:2959527-2961146
HS11286.6018	HS11286:2961139-2961576
HS11286.6020	HS11286:2961730-2962626
HS11286.6022	HS11286:2962675-2962917
HS11286.6024	HS11286:2963057-2963656
HS11286.6026	HS11286:2963710-2964807
HS11286.6028	HS11286:2964886-2965293
HS11286.6030	HS11286:2965431-2966078
HS11286.6032	HS11286:2966126-2966473
HS11286.6034	HS11286:2967102-2967686
HS11286.6036	HS11286:2967641-2968126
HS11286.6038	HS11286:2968596-2969177
HS11286.6040	HS11286:2969239-2970405
HS11286.6042	HS11286:2970958-2971983
HS11286.6044	HS11286:2973027-2974208
HS11286.6046	HS11286:2974501-2975649
HS11286.6048	HS11286:2975686-2976321
HS11286.6050	HS11286:2976551-2977924
HS11286.6052	HS11286:2978100-2978507
HS11286.6054	HS11286:2978647-2979225
HS11286.6056	HS11286:2979480-2979556
HS11286.6058	HS11286:2979561-2979639
HS11286.6060	HS11286:2979644-2979720
HS11286.6062	HS11286:2979907-2980077
HS11286.6064	HS11286:2980301-2980519
HS11286.6066	HS11286:2981117-2982001
HS11286.6068	HS11286:2982158-2982673
HS11286.6070	HS11286:2982681-2983517
HS11286.6072	HS11286:2983605-2983754
HS11286.6074	HS11286:2984153-2984587
HS11286.6076	HS11286:2984633-2985349
HS11286.6078	HS11286:2985434-2985643
HS11286.6080	HS11286:2985799-2985921
HS11286.6082	HS11286:2985955-2986590
HS11286.6084	HS11286:2986839-2987468
HS11286.6086	HS11286:2987473-2988243
HS11286.6088	HS11286:2988335-2988718
HS11286.6090	HS11286:2988750-2989433
HS11286.6092	HS11286:2989778-2991481
HS11286.6094	HS11286:2991525-2992484
HS11286.6096	HS11286:2992481-2993431
HS11286.6098	HS11286:2993428-2994408
HS11286.6100	HS11286:2994405-2995376
HS11286.6102	HS11286:2995743-2996270
HS11286.6104	HS11286:2996388-2996876
HS11286.6106	HS11286:2996913-2997197
HS11286.6108	HS11286:2997342-2998235
HS11286.6110	HS11286:2998256-2998873
HS11286.6112	HS11286:2998989-2999924
HS11286.6114	HS11286:3000073-3001065
HS11286.6116	HS11286:3001215-3001457
HS11286.6118	HS11286:3001962-3002111
HS11286.6120	HS11286:3003265-3004254
HS11286.6122	HS11286:3004275-3005693
HS11286.6124	HS11286:3005705-3006694
HS11286.6126	HS11286:3006989-3007888
HS11286.6128	HS11286:3008096-3009064
HS11286.6130	HS11286:3009076-3010359
HS11286.6132	HS11286:3010349-3010828
HS11286.6134	HS11286:3010825-3011706
HS11286.6136	HS11286:3011706-3012689
HS11286.6138	HS11286:3012686-3013516
HS11286.6140	HS11286:3013518-3014333
HS11286.6142	HS11286:3014360-3015781
HS11286.6144	HS11286:3015877-3016296
HS11286.6146	HS11286:3016328-3016507
HS11286.6148	HS11286:3016790-3017581
HS11286.6150	HS11286:3017871-3018011
HS11286.6152	HS11286:3018056-3018946
HS11286.6154	HS11286:3019087-3019794
HS11286.6156	HS11286:3019796-3020452
HS11286.6158	HS11286:3020462-3021211
HS11286.6160	HS11286:3021242-3021643
HS11286.6162	HS11286:3021655-3022578
HS11286.6164	HS11286:3022623-3024017
HS11286.6166	HS11286:3024041-3024811
HS11286.6168	HS11286:3024831-3025703
HS11286.6170	HS11286:3025810-3026589
HS11286.6172	HS11286:3026599-3028278
HS11286.6174	HS11286:3028302-3029072
HS11286.6176	HS11286:3030236-3030772
HS11286.6178	HS11286:3030848-3033964
HS11286.6180	HS11286:3034002-3034430
HS11286.6182	HS11286:3035116-3035505
HS11286.6184	HS11286:3035788-3036492
HS11286.6186	HS11286:3036489-3037550
HS11286.6188	HS11286:3037547-3038482
HS11286.6190	HS11286:3038719-3039756
HS11286.6192	HS11286:3041078-3041467
HS11286.6194	HS11286:3043372-3043710
HS11286.6196	HS11286:3043704-3044213
HS11286.6198	HS11286:3044210-3044656
HS11286.6200	HS11286:3044668-3045222
HS11286.6202	HS11286:3045219-3047171
HS11286.6204	HS11286:3047168-3047626
HS11286.6206	HS11286:3047610-3047840
HS11286.6208	HS11286:3047837-3048574
HS11286.6210	HS11286:3048624-3049283
HS11286.6212	HS11286:3049280-3049903
HS11286.6214	HS11286:3049987-3051327
HS11286.6216	HS11286:3051338-3053122
HS11286.6218	HS11286:3053125-3053880
HS11286.6220	HS11286:3054382-3054753
HS11286.6222	HS11286:3054761-3055831
HS11286.6224	HS11286:3055824-3057593
HS11286.6226	HS11286:3057667-3058755
HS11286.6228	HS11286:3058774-3059010
HS11286.6230	HS11286:3059058-3060137
HS11286.6232	HS11286:3060325-3062535
HS11286.6234	HS11286:3062578-3062739
HS11286.6236	HS11286:3062703-3063734
HS11286.6238	HS11286:3064030-3065229
HS11286.6240	HS11286:3065345-3065779
HS11286.6242	HS11286:3066345-3067577
HS11286.6244	HS11286:3067614-3068006
HS11286.6246	HS11286:3068135-3068722
HS11286.6248	HS11286:3069020-3069742
HS11286.6250	HS11286:3069729-3070493
HS11286.6252	HS11286:3070557-3071324
HS11286.6254	HS11286:3071323-3071451
HS11286.6256	HS11286:3071417-3072349
HS11286.6258	HS11286:3072315-3073292
HS11286.6260	HS11286:3073282-3074235
HS11286.6262	HS11286:3074330-3075355
HS11286.6264	HS11286:3075352-3076173
HS11286.6266	HS11286:3076679-3078751
HS11286.6268	HS11286:3078979-3079752
HS11286.6270	HS11286:3079746-3080741
HS11286.6272	HS11286:3080722-3081759
HS11286.6274	HS11286:3081756-3082718
HS11286.6276	HS11286:3082724-3083875
HS11286.6278	HS11286:3083862-3084956
HS11286.6280	HS11286:3085101-3085994
HS11286.6282	HS11286:3086363-3086704
HS11286.6284	HS11286:3086710-3088290
HS11286.6286	HS11286:3088303-3089028
HS11286.6288	HS11286:3089131-3090327
HS11286.6290	HS11286:3090403-3091389
HS11286.6292	HS11286:3091415-3092365
HS11286.6294	HS11286:3092358-3093164
HS11286.6296	HS11286:3093175-3094041
HS11286.6298	HS11286:3094059-3094532
HS11286.6300	HS11286:3094493-3094954
HS11286.6302	HS11286:3095004-3096668
HS11286.6304	HS11286:3096846-3097658
HS11286.6306	HS11286:3097750-3098808
HS11286.6308	HS11286:3098798-3099805
HS11286.6310	HS11286:3099802-3100551
HS11286.6312	HS11286:3100535-3101278
HS11286.6314	HS11286:3101335-3102171
HS11286.6316	HS11286:3102187-3103509
HS11286.6318	HS11286:3103581-3105434
HS11286.6320	HS11286:3105561-3106199
HS11286.6322	HS11286:3106217-3106429
HS11286.6324	HS11286:3106419-3106577
HS11286.6326	HS11286:3106666-3106797
HS11286.6328	HS11286:3106935-3108347
HS11286.6330	HS11286:3108660-3108896
HS11286.6332	HS11286:3108958-3109944
HS11286.6334	HS11286:3110044-3110460
HS11286.6336	HS11286:3110472-3111692
HS11286.6338	HS11286:3111689-3112963
HS11286.6340	HS11286:3112938-3113684
HS11286.6342	HS11286:3113701-3115188
HS11286.6344	HS11286:3115191-3115568
HS11286.6346	HS11286:3115812-3117074
HS11286.6348	HS11286:3117055-3117177
HS11286.6350	HS11286:3117712-3117909
HS11286.6352	HS11286:3117908-3118045
HS11286.6354	HS11286:3118146-3118541
HS11286.6356	HS11286:3118538-3119170
HS11286.6358	HS11286:3119425-3120609
HS11286.6360	HS11286:3120665-3123757
HS11286.6362	HS11286:3123754-3124863
HS11286.6364	HS11286:3124938-3125474
HS11286.6366	HS11286:3125648-3126643
HS11286.6368	HS11286:3126740-3127651
HS11286.6370	HS11286:3127810-3128808
HS11286.6372	HS11286:3128808-3129845
HS11286.6374	HS11286:3129845-3130255
HS11286.6376	HS11286:3130282-3130605
HS11286.6378	HS11286:3130662-3131849
HS11286.6380	HS11286:3131932-3132963
HS11286.6382	HS11286:3132987-3133967
HS11286.6384	HS11286:3134537-3134857
HS11286.6386	HS11286:3134955-3135203
HS11286.6388	HS11286:3135408-3135818
HS11286.6390	HS11286:3135815-3137323
HS11286.6392	HS11286:3137277-3138872
HS11286.6394	HS11286:3139091-3140203
HS11286.6396	HS11286:3140586-3142964
HS11286.6398	HS11286:3143040-3143159
HS11286.6400	HS11286:3143304-3144137
HS11286.6402	HS11286:3144196-3145338
HS11286.6404	HS11286:3145494-3145673
HS11286.6406	HS11286:3145703-3147145
HS11286.6408	HS11286:3147259-3147723
HS11286.6410	HS11286:3147803-3148552
HS11286.6412	HS11286:3148552-3149103
HS11286.6414	HS11286:3149349-3150140
HS11286.6416	HS11286:3150177-3151163
HS11286.6418	HS11286:3151287-3152720
HS11286.6420	HS11286:3153001-3153915
HS11286.6422	HS11286:3153965-3155218
HS11286.6424	HS11286:3155215-3155568
HS11286.6426	HS11286:3155621-3155920
HS11286.6428	HS11286:3155925-3158312
HS11286.6430	HS11286:3158328-3159311
HS11286.6432	HS11286:3160025-3160222
HS11286.6434	HS11286:3160315-3160656
HS11286.6436	HS11286:3160861-3162789
HS11286.6438	HS11286:3163221-3163454
HS11286.6440	HS11286:3163726-3164451
HS11286.6442	HS11286:3164841-3165773
HS11286.6444	HS11286:3165868-3166152
HS11286.6446	HS11286:3166258-3167130
HS11286.6448	HS11286:3167174-3167962
HS11286.6450	HS11286:3168131-3168427
HS11286.6452	HS11286:3168540-3168680
HS11286.6454	HS11286:3169109-3169756
HS11286.6456	HS11286:3169969-3170094
HS11286.6458	HS11286:3170260-3170397
HS11286.6460	HS11286:3170577-3172037
HS11286.6462	HS11286:3172072-3172401
HS11286.6464	HS11286:3172464-3173291
HS11286.6466	HS11286:3173347-3174351
HS11286.6468	HS11286:3174348-3175361
HS11286.6470	HS11286:3175373-3176281
HS11286.6472	HS11286:3176296-3177216
HS11286.6474	HS11286:3177302-3178936
HS11286.6476	HS11286:3179511-3179627
HS11286.6478	HS11286:3179674-3180321
HS11286.6480	HS11286:3180505-3180720
HS11286.6482	HS11286:3180798-3183473
HS11286.6484	HS11286:3183621-3184148
HS11286.6486	HS11286:3184246-3184377
HS11286.6488	HS11286:3184800-3185207
HS11286.6490	HS11286:3185329-3186231
HS11286.6492	HS11286:3186429-3187442
HS11286.6494	HS11286:3187532-3188434
HS11286.6496	HS11286:3188673-3189005
HS11286.6498	HS11286:3189048-3189890
HS11286.6500	HS11286:3190050-3190134
HS11286.6502	HS11286:3190350-3190434
HS11286.6504	HS11286:3191077-3191520
HS11286.6506	HS11286:3191628-3192524
HS11286.6508	HS11286:3192521-3193198
HS11286.6510	HS11286:3193198-3193908
HS11286.6512	HS11286:3193905-3195440
HS11286.6514	HS11286:3195437-3199180
HS11286.6516	HS11286:3199347-3199460
HS11286.6518	HS11286:3199586-3200974
HS11286.6520	HS11286:3201286-3203064
HS11286.6522	HS11286:3203075-3203725
HS11286.6524	HS11286:3203722-3205074
HS11286.6526	HS11286:3205256-3207856
HS11286.6528	HS11286:3207856-3209400
HS11286.6530	HS11286:3209450-3211924
HS11286.6532	HS11286:3211935-3212723
HS11286.6534	HS11286:3212733-3213083
HS11286.6536	HS11286:3213196-3213615
HS11286.6538	HS11286:3213617-3214873
HS11286.6540	HS11286:3214981-3215094
HS11286.6542	HS11286:3215117-3216298
HS11286.6544	HS11286:3216366-3216719
HS11286.6546	HS11286:3216956-3217198
HS11286.6548	HS11286:3217416-3218096
HS11286.6550	HS11286:3218233-3218484
HS11286.6552	HS11286:3218727-3219827
HS11286.6554	HS11286:3219914-3220768
HS11286.6556	HS11286:3220808-3221620
HS11286.6558	HS11286:3221624-3222016
HS11286.6560	HS11286:3222016-3222864
HS11286.6562	HS11286:3222864-3223946
HS11286.6564	HS11286:3223989-3225245
HS11286.6566	HS11286:3225516-3226127
HS11286.6568	HS11286:3226127-3226975
HS11286.6570	HS11286:3227159-3228106
HS11286.6572	HS11286:3228231-3229910
HS11286.6574	HS11286:3229911-3230957
HS11286.6576	HS11286:3231179-3231454
HS11286.6578	HS11286:3231727-3232311
HS11286.6580	HS11286:3232429-3233520
HS11286.6582	HS11286:3233604-3233933
HS11286.6584	HS11286:3234017-3234931
HS11286.6586	HS11286:3235063-3236478
HS11286.6588	HS11286:3236498-3236941
HS11286.6590	HS11286:3236944-3237432
HS11286.6592	HS11286:3237461-3238477
HS11286.6594	HS11286:3238507-3240270
HS11286.6596	HS11286:3240404-3243814
HS11286.6598	HS11286:3243798-3244955
HS11286.6600	HS11286:3244959-3245225
HS11286.6602	HS11286:3245523-3245765
HS11286.6604	HS11286:3245834-3245947
HS11286.6606	HS11286:3245967-3246101
HS11286.6608	HS11286:3246085-3246312
HS11286.6610	HS11286:3246446-3247018
HS11286.6612	HS11286:3246982-3247335
HS11286.6614	HS11286:3247511-3247768
HS11286.6616	HS11286:3247846-3247968
HS11286.6618	HS11286:3248047-3249015
HS11286.6620	HS11286:3249137-3249349
HS11286.6622	HS11286:3249645-3250538
HS11286.6624	HS11286:3250560-3250676
HS11286.6626	HS11286:3250722-3251615
HS11286.6628	HS11286:3251637-3251948
HS11286.6630	HS11286:3251966-3252994
HS11286.6632	HS11286:3253359-3253886
HS11286.6634	HS11286:3253952-3254476
HS11286.6636	HS11286:3254553-3255149
HS11286.6638	HS11286:3255146-3255655
HS11286.6640	HS11286:3255656-3257011
HS11286.6642	HS11286:3257035-3259521
HS11286.6644	HS11286:3259672-3259797
HS11286.6646	HS11286:3259981-3261678
HS11286.6648	HS11286:3261682-3262335
HS11286.6650	HS11286:3262332-3263672
HS11286.6652	HS11286:3263910-3264071
HS11286.6654	HS11286:3264242-3264571
HS11286.6656	HS11286:3264686-3265225
HS11286.6658	HS11286:3265251-3266042
HS11286.6660	HS11286:3266140-3266622
HS11286.6662	HS11286:3266732-3267631
HS11286.6664	HS11286:3267606-3268415
HS11286.6666	HS11286:3268427-3269047
HS11286.6668	HS11286:3269095-3269820
HS11286.6670	HS11286:3270028-3270954
HS11286.6672	HS11286:3271053-3271529
HS11286.6674	HS11286:3271579-3273222
HS11286.6676	HS11286:3273506-3274399
HS11286.6678	HS11286:3274405-3275124
HS11286.6680	HS11286:3275121-3275996
HS11286.6682	HS11286:3275993-3276913
HS11286.6684	HS11286:3276916-3277278
HS11286.6686	HS11286:3277288-3278202
HS11286.6688	HS11286:3278312-3279370
HS11286.6690	HS11286:3279660-3279806
HS11286.6692	HS11286:3279857-3280870
HS11286.6694	HS11286:3280864-3282150
HS11286.6696	HS11286:3282179-3283387
HS11286.6698	HS11286:3283415-3284746
HS11286.6700	HS11286:3284772-3285761
HS11286.6702	HS11286:3285855-3286796
HS11286.6704	HS11286:3286972-3287115
HS11286.6706	HS11286:3287413-3287535
HS11286.6708	HS11286:3287573-3288373
HS11286.6710	HS11286:3288366-3289352
HS11286.6712	HS11286:3289508-3290365
HS11286.6714	HS11286:3290845-3291591
HS11286.6716	HS11286:3291608-3292423
HS11286.6718	HS11286:3292420-3293349
HS11286.6720	HS11286:3293343-3294782
HS11286.6722	HS11286:3295167-3296912
HS11286.6724	HS11286:3297163-3299283
HS11286.6726	HS11286:3299325-3299936
HS11286.6728	HS11286:3300094-3300546
HS11286.6730	HS11286:3300647-3301027
HS11286.6732	HS11286:3301120-3302853
HS11286.6734	HS11286:3302870-3303940
HS11286.6736	HS11286:3303950-3305173
HS11286.6738	HS11286:3305347-3305493
HS11286.6740	HS11286:3305570-3307102
HS11286.6742	HS11286:3307176-3307895
HS11286.6744	HS11286:3308143-3309693
HS11286.6746	HS11286:3309822-3310352
HS11286.6748	HS11286:3310503-3310847
HS11286.6750	HS11286:3310854-3311300
HS11286.6752	HS11286:3311395-3312054
HS11286.6754	HS11286:3312071-3312259
HS11286.6756	HS11286:3312403-3312519
HS11286.6758	HS11286:3312479-3313177
HS11286.6760	HS11286:3313201-3314013
HS11286.6762	HS11286:3314017-3314286
HS11286.6764	HS11286:3314364-3315479
HS11286.6766	HS11286:3315561-3317300
HS11286.6768	HS11286:3317452-3318033
HS11286.6770	HS11286:3318072-3318767
HS11286.6772	HS11286:3318913-3320823
HS11286.6774	HS11286:3320955-3321299
HS11286.6776	HS11286:3321300-3321485
HS11286.6778	HS11286:3321574-3322929
HS11286.6780	HS11286:3322933-3323511
HS11286.6782	HS11286:3323674-3325038
HS11286.6784	HS11286:3325046-3325180
HS11286.6786	HS11286:3325221-3326798
HS11286.6788	HS11286:3326832-3328379
HS11286.6790	HS11286:3328838-3329809
HS11286.6792	HS11286:3329866-3330666
HS11286.6794	HS11286:3330679-3331530
HS11286.6796	HS11286:3331593-3332051
HS11286.6798	HS11286:3332470-3333036
HS11286.6800	HS11286:3333040-3333834
HS11286.6802	HS11286:3333896-3335644
HS11286.6804	HS11286:3335832-3336041
HS11286.6806	HS11286:3336637-3336762
HS11286.6808	HS11286:3336789-3337079
HS11286.6810	HS11286:3337040-3337276
HS11286.6812	HS11286:3337457-3337696
HS11286.6814	HS11286:3337753-3338544
HS11286.6816	HS11286:3338671-3340092
HS11286.6818	HS11286:3340158-3341042
HS11286.6820	HS11286:3341278-3343326
HS11286.6822	HS11286:3343346-3344023
HS11286.6824	HS11286:3344105-3344617
HS11286.6826	HS11286:3344750-3346033
HS11286.6828	HS11286:3346002-3348635
HS11286.6830	HS11286:3348759-3350192
HS11286.6832	HS11286:3350239-3350547
HS11286.6834	HS11286:3350645-3350836
HS11286.6836	HS11286:3350833-3351486
HS11286.6838	HS11286:3351643-3352611
HS11286.6840	HS11286:3352716-3352859
HS11286.6842	HS11286:3353495-3353833
HS11286.6844	HS11286:3353850-3354719
HS11286.6846	HS11286:3354723-3355097
HS11286.6848	HS11286:3355210-3355440
HS11286.6850	HS11286:3355519-3356178
HS11286.6852	HS11286:3356182-3356631
HS11286.6854	HS11286:3356631-3358208
