combination_id	allele_frequency	effect_size	sample_size	case_control_ratio	simulation_repetition	causal_variant	n_cases_sim	n_controls_sim	n_missing_sim	variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
WKKFFTVCYZDV_7	0.01	10	600	0.5	7	aadE	199	298	265	aadE	4.02E-03	8.29E-02	6.66E-02	6.36E-01	3.46E-01	8.24E-02	bad-chisq
WKKFFTVCYZDV_8	0.01	10	600	0.5	8	aadE	199	298	265	aadE	4.02E-03	8.29E-02	9.53E-02	5.80E-01	3.47E-01	7.49E-02	bad-chisq
WKKFFTVCYZDV_9	0.01	10	600	0.5	9	aadE	199	298	265	aadE	4.02E-03	8.29E-02	8.32E-02	6.02E-01	3.47E-01	7.78E-02	bad-chisq
WKKFFTVCYZDV_10	0.01	10	600	0.5	10	aadE	199	298	265	aadE	4.02E-03	8.29E-02	8.32E-02	6.02E-01	3.47E-01	7.78E-02	bad-chisq
FIRSAGXTFSEJ_1	0.01	10	700	0.5	1	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.04E-02	7.03E-01	3.24E-01	9.71E-02	bad-chisq
FIRSAGXTFSEJ_2	0.01	10	700	0.5	2	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.04E-02	7.03E-01	3.24E-01	9.71E-02	bad-chisq
FIRSAGXTFSEJ_3	0.01	10	700	0.5	3	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.45E-02	6.87E-01	3.24E-01	9.49E-02	bad-chisq
FIRSAGXTFSEJ_4	0.01	10	700	0.5	4	aadE	149	348	265	aadE	4.02E-03	3.03E-02	2.98E-02	7.06E-01	3.24E-01	9.75E-02	bad-chisq
FIRSAGXTFSEJ_5	0.01	10	700	0.5	5	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.20E-02	6.96E-01	3.24E-01	9.62E-02	bad-chisq
FIRSAGXTFSEJ_6	0.01	10	700	0.5	6	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.04E-02	7.03E-01	3.24E-01	9.71E-02	bad-chisq
FIRSAGXTFSEJ_7	0.01	10	700	0.5	7	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.04E-02	7.03E-01	3.24E-01	9.71E-02	bad-chisq
FIRSAGXTFSEJ_8	0.01	10	700	0.5	8	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.04E-02	7.03E-01	3.24E-01	9.71E-02	bad-chisq
FIRSAGXTFSEJ_9	0.01	10	700	0.5	9	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.04E-02	7.03E-01	3.24E-01	9.71E-02	bad-chisq
FIRSAGXTFSEJ_10	0.01	10	700	0.5	10	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.04E-02	7.03E-01	3.24E-01	9.71E-02	bad-chisq
FOMWQTAYTLYQ_1	0.01	100	200	0.5	1	aadE	99	99	564	aadE	5.05E-03	3.16E-01	3.19E-01	5.03E-01	5.03E-01	7.12E-02	bad-chisq
FOMWQTAYTLYQ_2	0.01	100	200	0.5	2	aadE	99	99	564	aadE	5.05E-03	3.16E-01	2.97E-01	5.26E-01	5.03E-01	7.45E-02	bad-chisq
FOMWQTAYTLYQ_3	0.01	100	200	0.5	3	aadE	99	99	564	aadE	5.05E-03	3.16E-01	3.14E-01	5.07E-01	5.02E-01	7.20E-02	bad-chisq
FOMWQTAYTLYQ_4	0.01	100	200	0.5	4	aadE	99	99	564	aadE	5.05E-03	3.16E-01	3.19E-01	5.03E-01	5.03E-01	7.12E-02	bad-chisq
FOMWQTAYTLYQ_5	0.01	100	200	0.5	5	aadE	99	99	564	aadE	5.05E-03	3.16E-01	3.29E-01	4.91E-01	5.02E-01	6.97E-02	bad-chisq
FOMWQTAYTLYQ_6	0.01	100	200	0.5	6	aadE	99	99	564	aadE	5.05E-03	3.16E-01	3.19E-01	5.03E-01	5.03E-01	7.12E-02	bad-chisq
FOMWQTAYTLYQ_7	0.01	100	200	0.5	7	aadE	99	99	564	aadE	5.05E-03	3.16E-01	3.19E-01	5.03E-01	5.03E-01	7.12E-02	bad-chisq
FOMWQTAYTLYQ_8	0.01	100	200	0.5	8	aadE	99	99	564	aadE	5.05E-03	3.16E-01	3.19E-01	5.03E-01	5.03E-01	7.12E-02	bad-chisq
FOMWQTAYTLYQ_9	0.01	100	200	0.5	9	aadE	99	99	564	aadE	5.05E-03	3.16E-01	3.19E-01	5.03E-01	5.03E-01	7.12E-02	bad-chisq
FOMWQTAYTLYQ_10	0.01	100	200	0.5	10	aadE	99	99	564	aadE	5.05E-03	3.16E-01	2.53E-01	5.71E-01	4.98E-01	8.16E-02	bad-chisq
PALVLDPTAHUP_1	0.01	100	300	0.5	1	aadE	149	149	464	aadE	6.71E-03	1.56E-01	1.83E-01	4.74E-01	3.55E-01	7.73E-02	bad-chisq
PALVLDPTAHUP_2	0.01	100	300	0.5	2	aadE	149	149	464	aadE	6.71E-03	1.56E-01	1.57E-01	5.03E-01	3.55E-01	8.22E-02	bad-chisq
PALVLDPTAHUP_3	0.01	100	300	0.5	3	aadE	149	149	464	aadE	6.71E-03	1.56E-01	1.57E-01	5.03E-01	3.55E-01	8.22E-02	bad-chisq
PALVLDPTAHUP_4	0.01	100	300	0.5	4	aadE	149	149	464	aadE	6.71E-03	1.56E-01	1.57E-01	5.03E-01	3.55E-01	8.22E-02	bad-chisq
PALVLDPTAHUP_5	0.01	100	300	0.5	5	aadE	149	149	464	aadE	6.71E-03	1.56E-01	1.26E-01	5.41E-01	3.53E-01	8.88E-02	bad-chisq
PALVLDPTAHUP_6	0.01	100	300	0.5	6	aadE	149	149	464	aadE	6.71E-03	1.56E-01	1.57E-01	5.03E-01	3.55E-01	8.22E-02	bad-chisq
PALVLDPTAHUP_7	0.01	100	300	0.5	7	aadE	149	149	464	aadE	6.71E-03	1.56E-01	1.57E-01	5.03E-01	3.55E-01	8.22E-02	bad-chisq
PALVLDPTAHUP_8	0.01	100	300	0.5	8	aadE	149	149	464	aadE	6.71E-03	1.56E-01	1.62E-01	4.98E-01	3.55E-01	8.12E-02	bad-chisq
PALVLDPTAHUP_9	0.01	100	300	0.5	9	aadE	149	149	464	aadE	6.71E-03	1.56E-01	1.57E-01	5.03E-01	3.55E-01	8.22E-02	bad-chisq
PALVLDPTAHUP_10	0.01	100	300	0.5	10	aadE	149	149	464	aadE	6.71E-03	1.56E-01	1.57E-01	5.03E-01	3.55E-01	8.22E-02	bad-chisq
FJRDFVTHKNHF_1	0.01	100	400	0.5	1	aadE	199	199	364	aadE	7.54E-03	8.21E-02	8.25E-02	5.04E-01	2.89E-01	8.71E-02	bad-chisq
FJRDFVTHKNHF_2	0.01	100	400	0.5	2	aadE	199	199	364	aadE	7.54E-03	8.21E-02	8.25E-02	5.04E-01	2.89E-01	8.71E-02	bad-chisq
FJRDFVTHKNHF_3	0.01	100	400	0.5	3	aadE	199	199	364	aadE	7.54E-03	8.21E-02	8.25E-02	5.04E-01	2.89E-01	8.71E-02	bad-chisq
FJRDFVTHKNHF_4	0.01	100	400	0.5	4	aadE	199	199	364	aadE	7.54E-03	8.21E-02	8.30E-02	5.03E-01	2.89E-01	8.70E-02	bad-chisq
FJRDFVTHKNHF_5	0.01	100	400	0.5	5	aadE	199	199	364	aadE	7.54E-03	8.21E-02	8.25E-02	5.04E-01	2.89E-01	8.71E-02	bad-chisq
FJRDFVTHKNHF_6	0.01	100	400	0.5	6	aadE	199	199	364	aadE	7.54E-03	8.21E-02	8.25E-02	5.04E-01	2.89E-01	8.71E-02	bad-chisq
FJRDFVTHKNHF_7	0.01	100	400	0.5	7	aadE	199	199	364	aadE	7.54E-03	8.21E-02	8.32E-02	5.03E-01	2.89E-01	8.70E-02	bad-chisq
FJRDFVTHKNHF_8	0.01	100	400	0.5	8	aadE	199	199	364	aadE	7.54E-03	8.21E-02	8.25E-02	5.04E-01	2.89E-01	8.71E-02	bad-chisq
FJRDFVTHKNHF_9	0.01	100	400	0.5	9	aadE	199	199	364	aadE	7.54E-03	8.21E-02	8.25E-02	5.04E-01	2.89E-01	8.71E-02	bad-chisq
FJRDFVTHKNHF_10	0.01	100	400	0.5	10	aadE	199	199	364	aadE	7.54E-03	8.21E-02	8.25E-02	5.04E-01	2.89E-01	8.71E-02	bad-chisq
TZPBBWQSHDYK_1	0.01	100	500	0.5	1	aadE	249	249	264	aadE	8.03E-03	4.46E-02	4.32E-02	5.08E-01	2.51E-01	9.06E-02	bad-chisq
TZPBBWQSHDYK_2	0.01	100	500	0.5	2	aadE	249	249	264	aadE	8.03E-03	4.46E-02	4.47E-02	5.04E-01	2.50E-01	9.00E-02	bad-chisq
TZPBBWQSHDYK_3	0.01	100	500	0.5	3	aadE	249	249	264	aadE	8.03E-03	4.46E-02	3.88E-02	5.20E-01	2.51E-01	9.26E-02	bad-chisq
TZPBBWQSHDYK_4	0.01	100	500	0.5	4	aadE	249	249	264	aadE	8.03E-03	4.46E-02	4.79E-02	4.99E-01	2.52E-01	8.87E-02	bad-chisq
TZPBBWQSHDYK_5	0.01	100	500	0.5	5	aadE	249	249	264	aadE	8.03E-03	4.46E-02	4.47E-02	5.04E-01	2.50E-01	9.00E-02	bad-chisq
TZPBBWQSHDYK_6	0.01	100	500	0.5	6	aadE	249	249	264	aadE	8.03E-03	4.46E-02	4.47E-02	5.04E-01	2.50E-01	9.00E-02	bad-chisq
TZPBBWQSHDYK_7	0.01	100	500	0.5	7	aadE	249	249	264	aadE	8.03E-03	4.46E-02	4.38E-02	5.06E-01	2.50E-01	9.04E-02	bad-chisq
TZPBBWQSHDYK_8	0.01	100	500	0.5	8	aadE	249	249	264	aadE	8.03E-03	4.46E-02	4.47E-02	5.04E-01	2.50E-01	9.00E-02	bad-chisq
TZPBBWQSHDYK_9	0.01	100	500	0.5	9	aadE	249	249	264	aadE	8.03E-03	4.46E-02	3.42E-02	5.28E-01	2.49E-01	9.49E-02	bad-chisq
TZPBBWQSHDYK_10	0.01	100	500	0.5	10	aadE	249	249	264	aadE	8.03E-03	4.46E-02	4.47E-02	5.04E-01	2.50E-01	9.00E-02	bad-chisq
STUTXVGTJWIZ_1	0.01	100	600	0.5	1	aadE	199	298	265	aadE	4.02E-03	8.29E-02	8.51E-02	5.99E-01	3.47E-01	7.73E-02	bad-chisq
STUTXVGTJWIZ_2	0.01	100	600	0.5	2	aadE	199	298	265	aadE	4.02E-03	8.29E-02	8.32E-02	6.02E-01	3.47E-01	7.78E-02	bad-chisq
STUTXVGTJWIZ_3	0.01	100	600	0.5	3	aadE	199	298	265	aadE	4.02E-03	8.29E-02	8.32E-02	6.02E-01	3.47E-01	7.78E-02	bad-chisq
STUTXVGTJWIZ_4	0.01	100	600	0.5	4	aadE	199	298	265	aadE	4.02E-03	8.29E-02	8.32E-02	6.02E-01	3.47E-01	7.78E-02	bad-chisq
STUTXVGTJWIZ_5	0.01	100	600	0.5	5	aadE	199	298	265	aadE	4.02E-03	8.29E-02	6.87E-02	6.29E-01	3.45E-01	8.17E-02	bad-chisq
STUTXVGTJWIZ_6	0.01	100	600	0.5	6	aadE	199	298	265	aadE	4.02E-03	8.29E-02	9.97E-02	5.73E-01	3.47E-01	7.39E-02	bad-chisq
STUTXVGTJWIZ_7	0.01	100	600	0.5	7	aadE	199	298	265	aadE	4.02E-03	8.29E-02	8.32E-02	6.02E-01	3.47E-01	7.78E-02	bad-chisq
STUTXVGTJWIZ_8	0.01	100	600	0.5	8	aadE	199	298	265	aadE	4.02E-03	8.29E-02	7.30E-02	6.22E-01	3.46E-01	8.05E-02	bad-chisq
STUTXVGTJWIZ_9	0.01	100	600	0.5	9	aadE	199	298	265	aadE	4.02E-03	8.29E-02	8.32E-02	6.02E-01	3.47E-01	7.78E-02	bad-chisq
STUTXVGTJWIZ_10	0.01	100	600	0.5	10	aadE	199	298	265	aadE	4.02E-03	8.29E-02	8.32E-02	6.02E-01	3.47E-01	7.78E-02	bad-chisq
XHUCCFQXLBCV_1	0.01	100	700	0.5	1	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.04E-02	7.03E-01	3.24E-01	9.71E-02	bad-chisq
XHUCCFQXLBCV_2	0.01	100	700	0.5	2	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.04E-02	7.03E-01	3.24E-01	9.71E-02	bad-chisq
XHUCCFQXLBCV_3	0.01	100	700	0.5	3	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.04E-02	7.03E-01	3.24E-01	9.71E-02	bad-chisq
XHUCCFQXLBCV_4	0.01	100	700	0.5	4	aadE	149	348	265	aadE	4.02E-03	3.03E-02	2.81E-02	7.13E-01	3.24E-01	9.85E-02	bad-chisq
XHUCCFQXLBCV_5	0.01	100	700	0.5	5	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.04E-02	7.03E-01	3.24E-01	9.71E-02	bad-chisq
XHUCCFQXLBCV_6	0.01	100	700	0.5	6	aadE	149	348	265	aadE	4.02E-03	3.03E-02	2.81E-02	7.11E-01	3.23E-01	9.85E-02	bad-chisq
XHUCCFQXLBCV_7	0.01	100	700	0.5	7	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.04E-02	7.03E-01	3.24E-01	9.71E-02	bad-chisq
XHUCCFQXLBCV_8	0.01	100	700	0.5	8	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.63E-02	6.79E-01	3.24E-01	9.39E-02	bad-chisq
XHUCCFQXLBCV_9	0.01	100	700	0.5	9	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.04E-02	7.03E-01	3.24E-01	9.71E-02	bad-chisq
XHUCCFQXLBCV_10	0.01	100	700	0.5	10	aadE	149	348	265	aadE	4.02E-03	3.03E-02	3.04E-02	7.03E-01	3.24E-01	9.71E-02	bad-chisq
SLOBDXYDQDGZ_1	0.025	1.5	100	0.5	1	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
SLOBDXYDQDGZ_2	0.025	1.5	100	0.5	2	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.13E-01	5.11E-01	5.04E-01	1.03E-01	bad-chisq
SLOBDXYDQDGZ_3	0.025	1.5	100	0.5	3	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
SLOBDXYDQDGZ_4	0.025	1.5	100	0.5	4	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
SLOBDXYDQDGZ_5	0.025	1.5	100	0.5	5	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
SLOBDXYDQDGZ_6	0.025	1.5	100	0.5	6	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
SLOBDXYDQDGZ_7	0.025	1.5	100	0.5	7	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.19E-01	5.07E-01	5.06E-01	1.02E-01	bad-chisq
SLOBDXYDQDGZ_8	0.025	1.5	100	0.5	8	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
SLOBDXYDQDGZ_9	0.025	1.5	100	0.5	9	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
SLOBDXYDQDGZ_10	0.025	1.5	100	0.5	10	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
FNBYHEUDVTBE_1	0.025	1.5	300	0.5	1	aadE	149	149	464	aadE	2.01E-02	4.09E-01	3.19E-01	2.05E-01	2.06E-01	5.79E-02	bad-chisq
FNBYHEUDVTBE_2	0.025	1.5	300	0.5	2	aadE	149	149	464	aadE	2.01E-02	4.09E-01	4.11E-01	1.70E-01	2.07E-01	4.78E-02	bad-chisq
FNBYHEUDVTBE_3	0.025	1.5	300	0.5	3	aadE	149	149	464	aadE	2.01E-02	4.09E-01	3.50E-01	1.94E-01	2.08E-01	5.43E-02	bad-chisq
FNBYHEUDVTBE_4	0.025	1.5	300	0.5	4	aadE	149	149	464	aadE	2.01E-02	4.09E-01	3.63E-01	1.90E-01	2.08E-01	5.29E-02	bad-chisq
FNBYHEUDVTBE_5	0.025	1.5	300	0.5	5	aadE	149	149	464	aadE	2.01E-02	4.09E-01	4.11E-01	1.70E-01	2.07E-01	4.78E-02	bad-chisq
FNBYHEUDVTBE_6	0.025	1.5	300	0.5	6	aadE	149	149	464	aadE	2.01E-02	4.09E-01	4.24E-01	1.65E-01	2.07E-01	4.65E-02	bad-chisq
FNBYHEUDVTBE_7	0.025	1.5	300	0.5	7	aadE	149	149	464	aadE	2.01E-02	4.09E-01	4.11E-01	1.70E-01	2.07E-01	4.78E-02	bad-chisq
FNBYHEUDVTBE_8	0.025	1.5	300	0.5	8	aadE	149	149	464	aadE	2.01E-02	4.09E-01	2.90E-01	2.19E-01	2.07E-01	6.14E-02	bad-chisq
FNBYHEUDVTBE_9	0.025	1.5	300	0.5	9	aadE	149	149	464	aadE	2.01E-02	4.09E-01	4.10E-01	1.71E-01	2.07E-01	4.79E-02	bad-chisq
FNBYHEUDVTBE_10	0.025	1.5	300	0.5	10	aadE	149	149	464	aadE	2.01E-02	4.09E-01	4.11E-01	1.70E-01	2.07E-01	4.78E-02	bad-chisq
YBNVNCCCPPUB_1	0.025	1.5	400	0.5	1	aadE	199	199	364	aadE	2.26E-02	7.36E-01	6.70E-01	7.26E-02	1.70E-01	2.14E-02	bad-chisq
YBNVNCCCPPUB_2	0.025	1.5	400	0.5	2	aadE	199	199	364	aadE	2.26E-02	7.36E-01	7.37E-01	5.68E-02	1.69E-01	1.69E-02	bad-chisq
YBNVNCCCPPUB_3	0.025	1.5	400	0.5	3	aadE	199	199	364	aadE	2.26E-02	7.36E-01	7.37E-01	5.68E-02	1.69E-01	1.69E-02	bad-chisq
YBNVNCCCPPUB_4	0.025	1.5	400	0.5	4	aadE	199	199	364	aadE	2.26E-02	7.36E-01	7.37E-01	5.68E-02	1.69E-01	1.69E-02	bad-chisq
YBNVNCCCPPUB_5	0.025	1.5	400	0.5	5	aadE	199	199	364	aadE	2.26E-02	7.36E-01	8.63E-01	2.93E-02	1.70E-01	8.66E-03	bad-chisq
YBNVNCCCPPUB_6	0.025	1.5	400	0.5	6	aadE	199	199	364	aadE	2.26E-02	7.36E-01	7.37E-01	5.68E-02	1.69E-01	1.69E-02	bad-chisq
YBNVNCCCPPUB_7	0.025	1.5	400	0.5	7	aadE	199	199	364	aadE	2.26E-02	7.36E-01	7.37E-01	5.68E-02	1.69E-01	1.69E-02	bad-chisq
YBNVNCCCPPUB_8	0.025	1.5	400	0.5	8	aadE	199	199	364	aadE	2.26E-02	7.36E-01	7.95E-01	4.40E-02	1.69E-01	1.31E-02	bad-chisq
YBNVNCCCPPUB_9	0.025	1.5	400	0.5	9	aadE	199	199	364	aadE	2.26E-02	7.36E-01	8.46E-01	3.32E-02	1.71E-01	9.73E-03	bad-chisq
YBNVNCCCPPUB_10	0.025	1.5	400	0.5	10	aadE	199	199	364	aadE	2.26E-02	7.36E-01	7.29E-01	5.87E-02	1.69E-01	1.74E-02	bad-chisq
RAYICEUATZWD_1	0.025	1.5	500	0.5	1	aadE	249	249	264	aadE	2.21E-02	3.60E-01	3.61E-01	1.39E-01	1.53E-01	4.10E-02
RAYICEUATZWD_2	0.025	1.5	500	0.5	2	aadE	249	249	264	aadE	2.21E-02	3.60E-01	3.61E-01	1.39E-01	1.53E-01	4.10E-02
RAYICEUATZWD_3	0.025	1.5	500	0.5	3	aadE	249	249	264	aadE	2.21E-02	3.60E-01	3.61E-01	1.39E-01	1.53E-01	4.10E-02
RAYICEUATZWD_4	0.025	1.5	500	0.5	4	aadE	249	249	264	aadE	2.21E-02	3.60E-01	3.86E-01	1.33E-01	1.53E-01	3.89E-02
RAYICEUATZWD_5	0.025	1.5	500	0.5	5	aadE	249	249	264	aadE	2.21E-02	3.60E-01	3.61E-01	1.39E-01	1.53E-01	4.10E-02
RAYICEUATZWD_6	0.025	1.5	500	0.5	6	aadE	249	249	264	aadE	2.21E-02	3.60E-01	3.37E-01	1.47E-01	1.53E-01	4.31E-02
RAYICEUATZWD_7	0.025	1.5	500	0.5	7	aadE	249	249	264	aadE	2.21E-02	3.60E-01	3.47E-01	1.44E-01	1.53E-01	4.23E-02
RAYICEUATZWD_8	0.025	1.5	500	0.5	8	aadE	249	249	264	aadE	2.21E-02	3.60E-01	3.61E-01	1.39E-01	1.53E-01	4.10E-02
RAYICEUATZWD_9	0.025	1.5	500	0.5	9	aadE	249	249	264	aadE	2.21E-02	3.60E-01	3.61E-01	1.39E-01	1.53E-01	4.10E-02
RAYICEUATZWD_10	0.025	1.5	500	0.5	10	aadE	249	249	264	aadE	2.21E-02	3.60E-01	3.61E-01	1.39E-01	1.53E-01	4.10E-02
DWNRLOUKNPPR_1	0.025	1.5	600	0.5	1	aadE	194	299	269	aadE	1.22E-02	5.91E-01	6.25E-01	9.86E-02	2.01E-01	2.21E-02	bad-chisq
DWNRLOUKNPPR_2	0.025	1.5	600	0.5	2	aadE	194	299	269	aadE	1.22E-02	5.91E-01	5.72E-01	1.14E-01	2.01E-01	2.55E-02	bad-chisq
DWNRLOUKNPPR_3	0.025	1.5	600	0.5	3	aadE	194	299	269	aadE	1.22E-02	5.91E-01	5.92E-01	1.08E-01	2.01E-01	2.42E-02	bad-chisq
DWNRLOUKNPPR_4	0.025	1.5	600	0.5	4	aadE	194	299	269	aadE	1.22E-02	5.91E-01	5.92E-01	1.08E-01	2.01E-01	2.42E-02	bad-chisq
DWNRLOUKNPPR_5	0.025	1.5	600	0.5	5	aadE	194	299	269	aadE	1.22E-02	5.91E-01	5.93E-01	1.07E-01	2.01E-01	2.41E-02	bad-chisq
DWNRLOUKNPPR_6	0.025	1.5	600	0.5	6	aadE	194	299	269	aadE	1.22E-02	5.91E-01	5.92E-01	1.08E-01	2.01E-01	2.42E-02	bad-chisq
DWNRLOUKNPPR_7	0.025	1.5	600	0.5	7	aadE	194	299	269	aadE	1.22E-02	5.91E-01	5.92E-01	1.08E-01	2.01E-01	2.42E-02	bad-chisq
DWNRLOUKNPPR_8	0.025	1.5	600	0.5	8	aadE	194	299	269	aadE	1.22E-02	5.91E-01	5.69E-01	1.15E-01	2.01E-01	2.57E-02	bad-chisq
DWNRLOUKNPPR_9	0.025	1.5	600	0.5	9	aadE	194	299	269	aadE	1.22E-02	5.91E-01	5.66E-01	1.16E-01	2.01E-01	2.59E-02	bad-chisq
DWNRLOUKNPPR_10	0.025	1.5	600	0.5	10	aadE	194	299	269	aadE	1.22E-02	5.91E-01	5.92E-01	1.08E-01	2.01E-01	2.42E-02	bad-chisq
RKKJYLXMODKF_1	0.025	1.5	700	0.5	1	aadE	143	350	269	aadE	1.22E-02	8.14E-01	8.50E-01	3.55E-02	1.87E-01	8.57E-03	bad-chisq
RKKJYLXMODKF_2	0.025	1.5	700	0.5	2	aadE	143	350	269	aadE	1.22E-02	8.14E-01	8.91E-01	2.55E-02	1.87E-01	6.16E-03	bad-chisq
RKKJYLXMODKF_3	0.025	1.5	700	0.5	3	aadE	143	350	269	aadE	1.22E-02	8.14E-01	8.15E-01	4.38E-02	1.87E-01	1.06E-02	bad-chisq
RKKJYLXMODKF_4	0.025	1.5	700	0.5	4	aadE	143	350	269	aadE	1.22E-02	8.14E-01	8.15E-01	4.38E-02	1.87E-01	1.06E-02	bad-chisq
RKKJYLXMODKF_5	0.025	1.5	700	0.5	5	aadE	143	350	269	aadE	1.22E-02	8.14E-01	7.83E-01	5.14E-02	1.87E-01	1.24E-02	bad-chisq
RKKJYLXMODKF_6	0.025	1.5	700	0.5	6	aadE	143	350	269	aadE	1.22E-02	8.14E-01	8.15E-01	4.38E-02	1.87E-01	1.06E-02	bad-chisq
RKKJYLXMODKF_7	0.025	1.5	700	0.5	7	aadE	143	350	269	aadE	1.22E-02	8.14E-01	8.15E-01	4.38E-02	1.87E-01	1.06E-02	bad-chisq
RKKJYLXMODKF_8	0.025	1.5	700	0.5	8	aadE	143	350	269	aadE	1.22E-02	8.14E-01	7.89E-01	5.01E-02	1.87E-01	1.21E-02	bad-chisq
RKKJYLXMODKF_9	0.025	1.5	700	0.5	9	aadE	143	350	269	aadE	1.22E-02	8.14E-01	8.15E-01	4.38E-02	1.87E-01	1.06E-02	bad-chisq
RKKJYLXMODKF_10	0.025	1.5	700	0.5	10	aadE	143	350	269	aadE	1.22E-02	8.14E-01	7.62E-01	5.68E-02	1.87E-01	1.37E-02	bad-chisq
RIMBLRSCWSIL_1	0.025	5	100	0.5	1	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.46E-01	4.78E-01	5.04E-01	9.62E-02	bad-chisq
RIMBLRSCWSIL_2	0.025	5	100	0.5	2	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
RIMBLRSCWSIL_3	0.025	5	100	0.5	3	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.37E-01	4.89E-01	5.07E-01	9.79E-02	bad-chisq
RIMBLRSCWSIL_4	0.025	5	100	0.5	4	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.21E-01	5.04E-01	5.05E-01	1.01E-01	bad-chisq
RIMBLRSCWSIL_5	0.025	5	100	0.5	5	aadE	49	49	664	aadE	1.02E-02	3.15E-01	4.04E-01	4.10E-01	4.90E-01	8.52E-02	bad-chisq
RIMBLRSCWSIL_6	0.025	5	100	0.5	6	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.38E-01	4.86E-01	5.05E-01	9.78E-02	bad-chisq
RIMBLRSCWSIL_7	0.025	5	100	0.5	7	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.21E-01	5.04E-01	5.05E-01	1.01E-01	bad-chisq
RIMBLRSCWSIL_8	0.025	5	100	0.5	8	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.32E-01	4.93E-01	5.05E-01	9.91E-02	bad-chisq
RIMBLRSCWSIL_9	0.025	5	100	0.5	9	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
RIMBLRSCWSIL_10	0.025	5	100	0.5	10	aadE	49	49	664	aadE	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
UPHBORKPPDRA_1	0.025	5	200	0.5	1	aadE	99	99	564	aadE	2.02E-02	4.33E-02	4.36E-02	5.10E-01	2.51E-01	1.44E-01	bad-chisq
UPHBORKPPDRA_2	0.025	5	200	0.5	2	aadE	99	99	564	aadE	2.02E-02	4.33E-02	4.02E-02	5.19E-01	2.51E-01	1.46E-01	bad-chisq
UPHBORKPPDRA_3	0.025	5	200	0.5	3	aadE	99	99	564	aadE	2.02E-02	4.33E-02	4.36E-02	5.10E-01	2.51E-01	1.44E-01	bad-chisq
UPHBORKPPDRA_4	0.025	5	200	0.5	4	aadE	99	99	564	aadE	2.02E-02	4.33E-02	4.36E-02	5.10E-01	2.51E-01	1.44E-01	bad-chisq
UPHBORKPPDRA_5	0.025	5	200	0.5	5	aadE	99	99	564	aadE	2.02E-02	4.33E-02	6.32E-02	4.70E-01	2.51E-01	1.32E-01	bad-chisq
UPHBORKPPDRA_6	0.025	5	200	0.5	6	aadE	99	99	564	aadE	2.02E-02	4.33E-02	4.36E-02	5.10E-01	2.51E-01	1.44E-01	bad-chisq
